"run_accession","experiment_accession","experiment_alias","bam_bytes","bam_ftp","bam_md5","base_count","broker_name","center_name","fastq_aspera","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_md5","first_created","first_public","instrument_model","instrument_platform","last_updated","library_layout","library_name","library_selection","library_source","library_strategy","nominal_length","nominal_sdev","read_count","experiment_title","run_alias","sample_accession","sample_alias","sample_title","scientific_name","secondary_sample_accession","secondary_study_accession","sra_aspera","sra_bytes","sra_ftp","sra_galaxy","sra_md5","study_accession","study_alias","study_title","submission_accession","submitted_aspera","submitted_bytes","submitted_format","submitted_ftp","submitted_galaxy","submitted_md5","tax_id"
"SRR4785860","SRX2316091","GSM2371018","","","","15781348858","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4785860/SRR4785860_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4785860/SRR4785860_2.fastq.gz","3385532056;4022823656","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785860/SRR4785860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785860/SRR4785860_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785860/SRR4785860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785860/SRR4785860_2.fastq.gz","06b571719141cc311052ac8b0c5f3614;f0ddcded4e9c9fe60c34d7fc47821b4a","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","80290647","Illumina HiSeq 2000 sequencing: GSM2371018: osteoarthritis tissue 21 Homo sapiens RNA-Seq","GSM2371018_r1","SAMN05964091","GSM2371018","osteoarthritis tissue 21","Homo sapiens","SRS1773012","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/000/SRR4785860","6276123593","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4785860","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4785860","f860e7aa2019e176132819e94afe8fe2","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785905","SRX2316136","GSM2371063","","","","18261343561","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785905/SRR4785905_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785905/SRR4785905_2.fastq.gz","3488251926;3977581227","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785905/SRR4785905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785905/SRR4785905_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785905/SRR4785905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785905/SRR4785905_2.fastq.gz","9a699853e6f4f683b615647295c33030;f1ce694e06d1d31e003e4ef5a40b36cf","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","91358112","Illumina HiSeq 2000 sequencing: GSM2371063: rheumatoid arthritis tissue 28 Homo sapiens RNA-Seq","GSM2371063_r1","SAMN05963903","GSM2371063","rheumatoid arthritis tissue 28","Homo sapiens","SRS1773058","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4785905","5387551832","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785905","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785905","7f58340f994c1e83954f8f39842708d0","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785868","SRX2316099","GSM2371026","","","","20140773096","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/008/SRR4785868/SRR4785868_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/008/SRR4785868/SRR4785868_2.fastq.gz","3918288145;4127622372","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785868/SRR4785868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785868/SRR4785868_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785868/SRR4785868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785868/SRR4785868_2.fastq.gz","aa0d4229f9feb26e9e8e902ceb43ebb9;00297f9b4efc72fbadbeac71ec0c19ee","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","100609880","Illumina HiSeq 2000 sequencing: GSM2371026: arthralgia tissue 7 Homo sapiens RNA-Seq","GSM2371026_r1","SAMN05964088","GSM2371026","arthralgia tissue 7","Homo sapiens","SRS1773021","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/008/SRR4785868","5771473295","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/008/SRR4785868","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/008/SRR4785868","65d4529d52aed6080bc52be219d6d7ae","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785908","SRX2316139","GSM2371066","","","","21977801192","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/008/SRR4785908/SRR4785908_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/008/SRR4785908/SRR4785908_2.fastq.gz","5749958934;6351391452","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785908/SRR4785908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785908/SRR4785908_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785908/SRR4785908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/008/SRR4785908/SRR4785908_2.fastq.gz","fb8539629088780248cc64cf227dfe68;6663f1f65971ea6f75ba54b0a25dff7a","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","110658663","Illumina HiSeq 2000 sequencing: GSM2371066: rheumatoid arthritis tissue 31 Homo sapiens RNA-Seq","GSM2371066_r1","SAMN05963900","GSM2371066","rheumatoid arthritis tissue 31","Homo sapiens","SRS1773062","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/008/SRR4785908","10430709834","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/008/SRR4785908","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/008/SRR4785908","2ce5e2a5768a91e0744de26c52f28b4b","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785914","SRX2316145","GSM2371072","","","","17353757274","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4785914/SRR4785914_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4785914/SRR4785914_2.fastq.gz","3246643644;3610550666","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785914/SRR4785914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785914/SRR4785914_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785914/SRR4785914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785914/SRR4785914_2.fastq.gz","7535842157f3145bb8a5e117ea597e63;036e33537ec55fecce8e5339db014fc4","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","86978238","Illumina HiSeq 2000 sequencing: GSM2371072: rheumatoid arthritis tissue 37 Homo sapiens RNA-Seq","GSM2371072_r1","SAMN05963980","GSM2371072","rheumatoid arthritis tissue 37","Homo sapiens","SRS1773066","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/004/SRR4785914","4960687707","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4785914","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4785914","4a9bcf9038baee6baadeecfedf87aabd","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785874","SRX2316105","GSM2371032","","","","17619667302","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4785874/SRR4785874_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/004/SRR4785874/SRR4785874_2.fastq.gz","3678798164;3845965383","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785874/SRR4785874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785874/SRR4785874_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785874/SRR4785874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/004/SRR4785874/SRR4785874_2.fastq.gz","95b65b9a75d0c26acd2c3d28698c60a2;15ae60740e57a2ccc5d1204694db3642","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","89273404","Illumina HiSeq 2000 sequencing: GSM2371032: undifferentiated arthritis tissue 3 Homo sapiens RNA-Seq","GSM2371032_r1","SAMN05964108","GSM2371032","undifferentiated arthritis tissue 3","Homo sapiens","SRS1773029","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/004/SRR4785874","6171441309","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4785874","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/004/SRR4785874","77c58e2663dda0f29f4bccc94164145f","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785915","SRX2316146","GSM2371073","","","","17525760754","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785915/SRR4785915_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785915/SRR4785915_2.fastq.gz","3188115637;3702989953","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785915/SRR4785915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785915/SRR4785915_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785915/SRR4785915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785915/SRR4785915_2.fastq.gz","7d854602e0d4a50fd2609550eb723feb;f03a43268171a66c09cd320b069459b7","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","87931867","Illumina HiSeq 2000 sequencing: GSM2371073: rheumatoid arthritis tissue 38 Homo sapiens RNA-Seq","GSM2371073_r1","SAMN05963979","GSM2371073","rheumatoid arthritis tissue 38","Homo sapiens","SRS1773067","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4785915","5418952506","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785915","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785915","f587b7e514f8b1c53410bdf8e90d1a6b","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785920","SRX2316151","GSM2371078","","","","17172026062","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4785920/SRR4785920_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/000/SRR4785920/SRR4785920_2.fastq.gz","3229254984;3604492994","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785920/SRR4785920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785920/SRR4785920_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785920/SRR4785920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/000/SRR4785920/SRR4785920_2.fastq.gz","ccb1d913e2f06ec6d3e94adab433a3ad;a7e23baa2fab50fcc8ea0f2985a5a8d1","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","85809462","Illumina HiSeq 2000 sequencing: GSM2371078: rheumatoid arthritis tissue 43 Homo sapiens RNA-Seq","GSM2371078_r1","SAMN05963973","GSM2371078","rheumatoid arthritis tissue 43","Homo sapiens","SRS1773074","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/000/SRR4785920","4873999304","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4785920","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/000/SRR4785920","653aea9aa22b5ae8c6478efc92d8e9f4","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785875","SRX2316106","GSM2371033","","","","18356674797","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785875/SRR4785875_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/005/SRR4785875/SRR4785875_2.fastq.gz","3789283370;4014275535","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785875/SRR4785875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785875/SRR4785875_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785875/SRR4785875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/005/SRR4785875/SRR4785875_2.fastq.gz","edba126e816e8b38b0326265b41519f2;f9ed526262331988ab25506ab144a938","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","92716534","Illumina HiSeq 2000 sequencing: GSM2371033: undifferentiated arthritis tissue 4 Homo sapiens RNA-Seq","GSM2371033_r1","SAMN05964107","GSM2371033","undifferentiated arthritis tissue 4","Homo sapiens","SRS1773027","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/005/SRR4785875","6256940992","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785875","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/005/SRR4785875","8923fec2be6aebb601ec8017e4996af6","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785929","SRX2316160","GSM2371087","","","","17296006880","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/009/SRR4785929/SRR4785929_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/009/SRR4785929/SRR4785929_2.fastq.gz","3270664193;3621212335","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785929/SRR4785929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785929/SRR4785929_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785929/SRR4785929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/009/SRR4785929/SRR4785929_2.fastq.gz","b06515e2611203b46a81278dda84d85a;e907c765c8f227478d3b6678b63cd184","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","86465256","Illumina HiSeq 2000 sequencing: GSM2371087: rheumatoid arthritis tissue 52 Homo sapiens RNA-Seq","GSM2371087_r1","SAMN05963964","GSM2371087","rheumatoid arthritis tissue 52","Homo sapiens","SRS1773084","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/009/SRR4785929","4983238424","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/009/SRR4785929","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/009/SRR4785929","5c6044df24454ed9407feb7857cb67f7","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785931","SRX2316162","GSM2371089","","","","17275397677","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/001/SRR4785931/SRR4785931_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/001/SRR4785931/SRR4785931_2.fastq.gz","3350543435;3721714380","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/001/SRR4785931/SRR4785931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/001/SRR4785931/SRR4785931_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/001/SRR4785931/SRR4785931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/001/SRR4785931/SRR4785931_2.fastq.gz","4fdba6ed33b07e14654b2217b0e94b5a;b4b11f37cca70c3d20eeced4ad36d2db","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","86385384","Illumina HiSeq 2000 sequencing: GSM2371089: rheumatoid arthritis tissue 54 Homo sapiens RNA-Seq","GSM2371089_r1","SAMN05963962","GSM2371089","rheumatoid arthritis tissue 54","Homo sapiens","SRS1773083","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/001/SRR4785931","5182027302","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/001/SRR4785931","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/001/SRR4785931","623e101e3f4a482f6a23764c17edb38d","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785876","SRX2316107","GSM2371034","","","","17440134521","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/006/SRR4785876/SRR4785876_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/006/SRR4785876/SRR4785876_2.fastq.gz","3635163624;3758344350","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785876/SRR4785876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785876/SRR4785876_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785876/SRR4785876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785876/SRR4785876_2.fastq.gz","bd010f3c959141f510f842f6860d0e08;fec25838213dbd7a4b26d53ef06cb1f4","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","88056745","Illumina HiSeq 2000 sequencing: GSM2371034: undifferentiated arthritis tissue 5 Homo sapiens RNA-Seq","GSM2371034_r1","SAMN05964106","GSM2371034","undifferentiated arthritis tissue 5","Homo sapiens","SRS1773028","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/006/SRR4785876","5706119223","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/006/SRR4785876","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/006/SRR4785876","2ebbab72b0d23ac3fd462ab34c0adbe1","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785932","SRX2316163","GSM2371090","","","","16826714643","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/002/SRR4785932/SRR4785932_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/002/SRR4785932/SRR4785932_2.fastq.gz","3306948349;3603791399","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4785932/SRR4785932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4785932/SRR4785932_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4785932/SRR4785932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/002/SRR4785932/SRR4785932_2.fastq.gz","842f3b0f1e337e34eb7df124dd9feb2a;a70e1a7e168ecc8bf8715420b299fa0f","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","84129904","Illumina HiSeq 2000 sequencing: GSM2371090: rheumatoid arthritis tissue 55 Homo sapiens RNA-Seq","GSM2371090_r1","SAMN05963961","GSM2371090","rheumatoid arthritis tissue 55","Homo sapiens","SRS1773085","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/002/SRR4785932","5100465613","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/002/SRR4785932","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/002/SRR4785932","3ea8a9097a92dd9aa2416c2931b04718","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785877","SRX2316108","GSM2371035","","","","15414753958","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4785877/SRR4785877_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4785877/SRR4785877_2.fastq.gz","3208127783;3389510441","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785877/SRR4785877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785877/SRR4785877_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785877/SRR4785877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785877/SRR4785877_2.fastq.gz","5d3601cf4a59fd564866dc0d16393879;408d09c9686336a110f2c4c254a80e2a","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","78159860","Illumina HiSeq 2000 sequencing: GSM2371035: undifferentiated arthritis tissue 6 Homo sapiens RNA-Seq","GSM2371035_r1","SAMN05964105","GSM2371035","undifferentiated arthritis tissue 6","Homo sapiens","SRS1773033","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/007/SRR4785877","5191022734","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4785877","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4785877","cecf758ba051e07cddf5d68ff5460e1f","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785936","SRX2316167","GSM2371094","","","","16904217703","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/006/SRR4785936/SRR4785936_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/006/SRR4785936/SRR4785936_2.fastq.gz","3117485766;3486588577","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785936/SRR4785936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785936/SRR4785936_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785936/SRR4785936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/006/SRR4785936/SRR4785936_2.fastq.gz","9ba5a725c641d7064113469220ff311c;3fe10e67afb790e3b3114e3b053d14c7","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","84671389","Illumina HiSeq 2000 sequencing: GSM2371094: rheumatoid arthritis tissue 59 Homo sapiens RNA-Seq","GSM2371094_r1","SAMN05963957","GSM2371094","rheumatoid arthritis tissue 59","Homo sapiens","SRS1773089","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/006/SRR4785936","5122641292","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/006/SRR4785936","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/006/SRR4785936","1bf0d2a8a2eafeeec8e3bbf7117f4b6f","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785937","SRX2316168","GSM2371095","","","","16580027373","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4785937/SRR4785937_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/007/SRR4785937/SRR4785937_2.fastq.gz","3367915463;3700919241","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785937/SRR4785937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785937/SRR4785937_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785937/SRR4785937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/007/SRR4785937/SRR4785937_2.fastq.gz","198633ac7a31526525a4fc2349547127;5ad0339a467becd4c392a54ac17e9f03","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","83283704","Illumina HiSeq 2000 sequencing: GSM2371095: rheumatoid arthritis tissue 60 Homo sapiens RNA-Seq","GSM2371095_r1","SAMN05963956","GSM2371095","rheumatoid arthritis tissue 60","Homo sapiens","SRS1773090","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/007/SRR4785937","5794240144","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4785937","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/007/SRR4785937","c2d9a0e7e68b791afeb18284ae4e1749","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
"SRR4785883","SRX2316114","GSM2371041","","","","16655479239","","","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/003/SRR4785883/SRR4785883_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR478/003/SRR4785883/SRR4785883_2.fastq.gz","3197236307;3363425130","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785883/SRR4785883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785883/SRR4785883_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785883/SRR4785883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/003/SRR4785883/SRR4785883_2.fastq.gz","a9624660ba230782a0f2f31628226cea;d600834cbee94e83160db3d3df90513a","2017-06-21","2017-06-21","Illumina HiSeq 2000","ILLUMINA","2017-06-21","PAIRED","","cDNA","TRANSCRIPTOMIC","RNA-Seq","","","83266107","Illumina HiSeq 2000 sequencing: GSM2371041: rheumatoid arthritis tissue 6 Homo sapiens RNA-Seq","GSM2371041_r1","SAMN05964099","GSM2371041","rheumatoid arthritis tissue 6","Homo sapiens","SRS1773036","SRP092408","fasp.sra.ebi.ac.uk:/vol1/srr/SRR478/003/SRR4785883","4753083411","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/003/SRR4785883","ftp.sra.ebi.ac.uk/vol1/srr/SRR478/003/SRR4785883","5fa47254bbd05c3c742a79d8673adcd2","PRJNA352076","GSE89408","RNAseq study of synovial biopsies","SRA488109","","","","","","","9606"
