gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
YAL063C-A	YAL063C-A	0	33.4203402156477	34.77084607568	0	0
YAL064C-A	TDA8	0	0	0	0	0
YAL064W	YAL064W	0	0	38.963719681744	0	0
YAL064W-B	YAL064W-B	8.03457571313107	0	11.584018057144	16.4296920267483	0
YAL065C	YAL065C	0	0	0	0	0
YAL066W	YAL066W	0	0	0	0	0
YAL067C	SEO1	1.07880137460216	2.85620025337042	3.9621579426	1.11124495600356	0
YAL067W-A	YAL067W-A	0	0	0	0	0
YAL068C	PAU8	17.4461206907399	38.7228837226129	147.721433706028	35.6328239506035	25.5866675541288
YAL068W-A	YAL068W-A	0	0	70.304147977648	0	0
YAL069W	YAL069W	22.47859460674	22.3282622634423	0	0	10.9145005823262
YAR002C-A	ERP1	240.412653509761	273.925860057347	569.99024214964	316.08406963484	233.871640680552
YAR002W	NUP60	68.3495063218517	63.8788147181825	131.812607606212	76.5716449797657	47.4547678094331
YAR003W	SWD1	42.2319825566145	24.0500743573222	51.515739395224	38.6496271928354	23.2054461690696
YAR007C	RFA1	59.476207528784	60.4727351200629	118.320431736208	101.409378794714	45.6617940147847
YAR008W	SEN34	23.7307754335425	35.3285948603063	47.257987722244	10.8472022198326	13.0264765336699
YAR009C	YAR009C	8884.67854040749	7164.48097971296	14476.9482723917	20440.6425315176	9227.18211835953
YAR010C	YAR010C	9289.48217832402	8272.91177586635	16737.8279160005	22610.0938738457	9809.97131536403
YAR014C	BUD14	50.5882107154512	47.3258203726773	133.992594161192	64.9209231594043	43.9159173796642
YAR015W	ADE1	127.124561237644	136.944374665401	339.233941277504	225.902294953586	98.2365444973715
YAR018C	KIN3	30.5424252205911	19.3004988993092	40.160852379752	40.8808012500045	21.1464052948217
YAR019C	CDC15	13.2645960405115	18.5387861638152	40.84503437378	18.2262128753031	12.504872464499
YAR019W-A	YAR019W-A	0	0	0	0	0
YAR020C	PAU7	0	0	0	0	0
YAR023C	YAR023C	4.67098228877434	5.02953884040412	26.163904893308	9.58694518969565	4.6026114264228
YAR027W	UIP3	86.992315634404	105.093202812587	241.873305218324	102.662791364283	66.8175259539944
YAR028W	YAR028W	61.5582047664431	41.6733219889927	186.77002957418	53.2818487643489	38.3938826594192
YAR029W	YAR029W	21.9339603797739	114.545152726505	476.695550607484	0	0
YAR030C	YAR030C	19.3615241119587	0	32.985462926	9.86735167680253	0
YAR031W	PRM9	45.3603626719307	22.5435282248722	89.127120373512	34.3833386150045	21.2360859215415
YAR033W	MST28	6.47981101536296	35.262041676945	50.0276865283	16.6505777537214	9.5984706846288
YAR035C-A	YAR035C-A	0	0	0	0	0
YAR035W	YAT1	1.83679437097367	3.21624316458387	3.346210529688	11.3540334627266	1.81771719858836
YAR042W	SWH1	53.2857895155816	46.1710755612177	89.2112645164	69.7056209684192	39.0560734618139
YAR047C	YAR047C	0	0	42.64613673814	11.0426491094258	0
YAR050W	FLO1	1.52430577084305	2.47068259971288	3.798980630068	6.33552750782266	3.45852642482108
YAR053W	YAR053W	0	0	0	0	0
YAR060C	YAR060C	9.99260584719999	0	70.561114500864	0	9.74679759422051
YAR061W	YAR061W	0	0	0	0	0
YAR062W	YAR062W	4.05318747414311	0	8.7464350727	4.16279405300535	0
YAR064W	YAR064W	0	0	0	0	0
YAR066W	YAR066W	11.7503629286985	24.1751314725857	33.536054944912	20.1170421912095	42.510202781803
YAR068W	YAR068W	65.4604103186559	43.262558574284	147.892580826848	55.9226026090123	37.5790163284488
YAR069C	YAR069C	0	0	0	0	12.3721946194113
YAR070C	YAR070C	0	0	0	0	0
