[2024-07-04 09:19:36,276] multiqc                                            [DEBUG  ]  This is MultiQC v1.19
[2024-07-04 09:19:54,727] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/raw/WT_REP2_1_fastqc.zip' as it matched the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,729] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/raw/RAP1_IAA_30M_REP1_1_fastqc.zip' as it matched the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,730] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/raw/RAP1_UNINDUCED_REP1_fastqc.zip' as it matched the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,731] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/WT_REP1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,731] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/WT_REP2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,731] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/WT_REP1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,732] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/RAP1_IAA_30M_REP1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,732] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/RAP1_UNINDUCED_REP2_trimmed_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,732] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/RAP1_IAA_30M_REP1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,732] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/WT_REP2_1_val_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,732] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/trim/RAP1_UNINDUCED_REP1_trimmed_fastqc.zip' as it didn't match the path_filters for 'FastQC (raw)'
[2024-07-04 09:19:54,732] multiqc.modules.fastqc.fastqc                      [INFO   ]  Found 8 reports
[2024-07-04 09:20:00,733] multiqc.modules.cutadapt.cutadapt                  [INFO   ]  Found 8 reports
[2024-07-04 09:20:03,002] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/WT_REP1_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,002] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/RAP1_IAA_30M_REP1_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,002] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/RAP1_UNINDUCED_REP2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,002] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/WT_REP1_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,002] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/WT_REP2_2_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,002] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/WT_REP2_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,002] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/RAP1_IAA_30M_REP1_1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,002] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/raw/RAP1_UNINDUCED_REP1_fastqc.zip' as it didn't match the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,002] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/WT_REP1_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,004] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/WT_REP2_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,005] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/WT_REP1_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,007] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/RAP1_IAA_30M_REP1_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,008] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/RAP1_UNINDUCED_REP2_trimmed_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,010] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/RAP1_IAA_30M_REP1_2_val_2_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,011] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/WT_REP2_1_val_1_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,013] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/trim/RAP1_UNINDUCED_REP1_trimmed_fastqc.zip' as it matched the path_filters for 'FastQC (trimmed)'
[2024-07-04 09:20:03,015] multiqc.modules.fastqc.fastqc                      [INFO   ]  Found 8 reports
[2024-07-04 09:20:09,074] multiqc.utils.software_versions                    [DEBUG  ]  Reading software versions from config.software_versions
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'Biotype Counts'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Biotype Counts'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'Biotype Counts'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'STAR_SALMON DESeq2 PCA plot'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'STAR_SALMON DESeq2 PCA plot'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'STAR_SALMON DESeq2 PCA plot'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'STAR_SALMON DESeq2 sample similarity'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'STAR_SALMON DESeq2 sample similarity'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'STAR_SALMON DESeq2 sample similarity'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'SALMON DESeq2 sample similarity'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'SALMON DESeq2 sample similarity'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'SALMON DESeq2 sample similarity'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'SALMON DESeq2 PCA plot'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'SALMON DESeq2 PCA plot'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'SALMON DESeq2 PCA plot'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'DupRadar'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'DupRadar'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'DupRadar'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'Picard'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Picard'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'Picard'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'QualiMap'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'QualiMap'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'QualiMap'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'RSeQC'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'RSeQC'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'RSeQC'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'Salmon'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Salmon'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'Salmon'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'Samtools'.
[2024-07-04 09:20:09,075] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Samtools'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'Samtools'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'STAR'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'STAR'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'STAR'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'FastQC (raw)'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'FastQC (raw)'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'FastQC (raw)'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'Cutadapt'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'Cutadapt'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'Cutadapt'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'FastQC (trimmed)'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'FastQC (trimmed)'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'FastQC (trimmed)'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'nf-core/rnaseq Methods Description'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'nf-core/rnaseq Methods Description'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'nf-core/rnaseq Methods Description'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'nf-core/rnaseq Software Versions'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'nf-core/rnaseq Software Versions'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'nf-core/rnaseq Software Versions'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-methods-description' not found for module 'nf-core/rnaseq Workflow Summary'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'nf-core/rnaseq Workflow Summary'.
[2024-07-04 09:20:09,076] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-rnaseq-summary' not found for module 'nf-core/rnaseq Workflow Summary'.
[2024-07-04 09:20:09,102] multiqc                                            [DEBUG  ]  Compressing plot data
[2024-07-04 09:20:09,331] multiqc                                            [INFO   ]  Report      : multiqc_report.html
[2024-07-04 09:20:09,332] multiqc                                            [INFO   ]  Data        : multiqc_report_data
[2024-07-04 09:20:09,332] multiqc                                            [DEBUG  ]  Moving data file from '/tmp/tmp6xot1rp5/multiqc_data' to '/workspaces/ATAi/work/be/1b19ff0876b17b9c29ce16772db2fa/multiqc_report_data'
[2024-07-04 09:20:09,345] multiqc                                            [DEBUG  ]  Full report path: /workspaces/ATAi/work/be/1b19ff0876b17b9c29ce16772db2fa/multiqc_report.html
[2024-07-04 09:20:09,345] multiqc                                            [INFO   ]  Plots       : multiqc_report_plots
[2024-07-04 09:20:09,345] multiqc                                            [DEBUG  ]  Moving plots directory from '/tmp/tmp6xot1rp5/multiqc_plots' to '/workspaces/ATAi/work/be/1b19ff0876b17b9c29ce16772db2fa/multiqc_report_plots'
[2024-07-04 09:20:09,458] multiqc                                            [INFO   ]  MultiQC complete
