gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
YAL063C-A	YAL063C-A	0	33.8151062392786	35.0973985745809	0	0
YAL064C-A	TDA8	0	0	0	0	0
YAL064W	YAL064W	0	0	78.6592996565353	0	0
YAL064W-B	YAL064W-B	8.08412836409083	0	11.6928100736883	8.30745123978	0
YAL065C	YAL065C	0	0	0	0	0
YAL066W	YAL066W	0	0	0	0	0
YAL067C	SEO1	1.08042118886484	2.88993811882078	3.999368789596	1.114155285978	0
YAL067W-A	YAL067W-A	0	0	0	0	0
YAL068C	PAU8	17.5566138583069	39.1802841907854	203.330138803945	27.052718827914	8.58925313323541
YAL068W-A	YAL068W-A	17.0515731059509	0	70.964413611631	0	0
YAL069W	YAL069W	22.6390127122387	22.5920070275802	23.4487116073145	0	0
YAR002C-A	ERP1	227.037184389015	280.761013093419	582.815331200611	310.7337610695	224.104616854804
YAR002W	NUP60	68.4589357341121	64.6333607599763	135.286677029205	75.548808087384	47.4841965735425
YAR003W	SWD1	42.3123568227044	24.3341573695047	51.999552514178	35.549857436058	21.6817340499333
YAR007C	RFA1	57.508992730034	61.1870480394704	119.431645178629	100.60706134128	45.6801969969273
YAR008W	SEN34	21.1518512871977	35.7459014624305	47.7018139559723	10.900840701642	13.0566096587929
YAR009C	YAR009C	8415.09300169238	7570.68291313918	15241.4758635183	19137.6858115556	8652.92288786311
YAR010C	YAR010C	8669.4636554992	8358.25411285426	16882.1743083884	20974.3640593026	9151.25082631312
YAR014C	BUD14	48.8787546782172	47.8848399711848	136.880523728397	62.321098227078	43.9260440722021
YAR015W	ADE1	122.805399423849	138.561981900608	344.702676439661	217.351781984556	89.2741151315667
YAR018C	KIN3	30.5996161486748	19.5284792403091	40.5380254531155	39.440357572968	21.1681924744428
YAR019C	CDC15	13.2796076343374	19.3094681463146	41.2286329796408	16.956241052352	11.2533812468937
YAR019W-A	YAR019W-A	0	0	0	0	0
YAR020C	PAU7	0	0	0	0	0
YAR023C	YAR023C	4.68994490216962	5.08894848336518	26.4096247464296	9.65946422685	0
YAR027W	UIP3	80.8085288955304	106.33457929838	247.489323273418	86.60242684896	60.6263798577664
YAR028W	YAR028W	58.507516240472	42.1655734561233	188.524091545657	53.591689668684	35.2955077813307
YAR029W	YAR029W	22.1064525478658	115.898177075561	481.172465529857	0	0
YAR030C	YAR030C	19.489064564088	0	33.2952478873407	9.991333574766	0
YAR031W	PRM9	40.6886542556616	29.6527604307043	99.4340750064886	29.605827138582	21.2799938283867
YAR033W	MST28	3.2504175667845	38.9220677931258	67.3300327357687	16.747403030784	12.8347300852762
YAR035C-A	YAR035C-A	0	0	0	0	0
YAR035W	YAT1	1.83930859085632	3.25423390713951	3.37763667317662	11.380778922696	1.81820652977418
YAR042W	SWH1	53.3408393382453	46.7164551559254	91.4344682482006	67.178538884538	38.032565385672
YAR047C	YAR047C	0	0	43.0466505198289	11.175034031136	0
YAR050W	FLO1	1.70540032170659	2.78984031396958	4.83031144753317	5.445013300986	2.67142323897833
YAR053W	YAR053W	0	0	0	0	0
YAR060C	YAR060C	10.0579921671159	0	71.2237934846128	0	9.82001463992218
YAR061W	YAR061W	0	0	0	0	0
YAR062W	YAR062W	4.06843158754886	0	8.82857773398717	4.19168587971	0
YAR064W	YAR064W	0	0	0	0	0
YAR066W	YAR066W	11.7934764322094	24.4606917171369	33.8510108805881	20.252169261672	42.6593002101483
YAR068W	YAR068W	49.3203838162194	56.2803201601106	155.77202391839	28.20979938273	37.7655961618082
YAR069C	YAR069C	0	0	0	0	12.4729360312075
YAR070C	YAR070C	0	0	0	0	0
